energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,type,uri
0.953,0.0858,88.049,0.0331,0.0398,3.39e-06,4,0.435,0,239930,-4.571,0.561,1,audio_features,spotify:track:4krsnoX4kBusHiiYG7cnPR
0.811,0.0488,82.499,0.0397,0.011,0.0,4,0.524,11,170151,-3.48,0.795,1,audio_features,spotify:track:0YGWmrFuTaCZxmhH9Wa7K0
0.951,0.222,119.997,0.0727,0.0144,4.28e-06,4,0.607,0,182125,-5.603,0.818,1,audio_features,spotify:track:16XmobtyAmpvs7UpmydV8w
0.791,0.111,99.966,0.0494,0.0711,0.0,4,0.624,0,235243,-6.314,0.278,1,audio_features,spotify:track:1Ukr8R1lVVt3ZIaV5NY1kY
0.962,0.281,159.998,0.101,0.0185,1.53e-06,4,0.51,11,204987,-2.691,0.69,0,audio_features,spotify:track:6xQ9UDIog3AfxCdlnlF6as
0.812,0.0861,111.93,0.0487,0.0298,0.0,4,0.613,0,192723,-2.57,0.812,1,audio_features,spotify:track:7rDxpEn1gMJ8OZL69xkAnP
0.868,0.138,89.988,0.108,0.0142,4.54e-06,4,0.281,11,285352,-6.675,0.193,0,audio_features,spotify:track:6NXD4rZNzs5hl2rU62oxBB
0.964,0.15,167.888,0.115,0.00155,0.0,4,0.513,2,172826,-2.566,0.537,0,audio_features,spotify:track:4GBbjTn7e24K1rhMqyK2Da
0.802,0.574,120.02,0.0311,0.0434,1.02e-06,4,0.632,0,233420,-4.318,0.579,1,audio_features,spotify:track:4mK5t9HOZ1rxkPzuD9We7H
0.864,0.234,138.075,0.0976,5.45e-05,0.0,4,0.466,3,197835,-5.586,0.481,0,audio_features,spotify:track:7EEaV81pUNKvqsTrEHGoQH
0.927,0.196,137.974,0.0329,0.000442,0.00986,3,0.544,0,298836,-3.385,0.566,0,audio_features,spotify:track:3a3f1KoKDnx4GONda3P7m5
0.971,0.279,121.981,0.0635,0.000559,0.0,4,0.538,7,193402,-3.208,0.551,1,audio_features,spotify:track:5UtAXx5XsWXDN9vojONrQm
0.985,0.322,164.814,0.105,6.62e-05,0.0101,4,0.319,6,210024,-3.146,0.331,1,audio_features,spotify:track:3cwNc4XLSODLvFXjWMOof4
0.93,0.0733,111.943,0.115,0.00609,5.83e-06,4,0.496,2,258253,-2.963,0.325,1,audio_features,spotify:track:1Pbj0yuzySy2jYtp4I4H19
0.97,0.143,122.979,0.0686,0.000745,1.07e-06,4,0.576,2,209833,-1.667,0.591,1,audio_features,spotify:track:241NzJx2kYllzlJNQMnpgm
0.878,0.141,165.271,0.122,0.00189,0.000122,4,0.273,8,224907,-2.975,0.288,0,audio_features,spotify:track:7Dy4FIQKMS1sHSgSM435kK
0.88,0.0978,174.142,0.0456,0.00741,0.0,4,0.483,0,225535,-4.948,0.705,1,audio_features,spotify:track:0FFeE7uGlBiAinm4J0mIQW
0.797,0.355,75.007,0.0442,0.013,0.0,3,0.44,9,264333,-6.214,0.382,1,audio_features,spotify:track:1yD01ENLOPgTOe5UWPhsEZ
0.918,0.192,157.993,0.0531,0.00108,6.01e-05,4,0.51,0,246178,-4.166,0.579,0,audio_features,spotify:track:4rVPwJqf78ihn9nrstPVY2
0.945,0.074,145.049,0.0873,0.000931,0.0,3,0.556,10,152660,-1.666,0.785,0,audio_features,spotify:track:1X5DoFtDWf0ZgNV8fYVPUP
0.883,0.0641,120.009,0.0531,0.00505,0.0,4,0.564,4,218001,-3.355,0.696,0,audio_features,spotify:track:2UdEeBs1Xg6FZgpUAm09ua
0.946,0.371,116.793,0.196,0.00121,7.08e-06,4,0.506,9,292432,-5.073,0.435,0,audio_features,spotify:track:1jyDWLsoTXl4913KdzALbq
0.914,0.16,100.013,0.0359,0.111,0.0,4,0.583,7,214007,-5.074,0.923,1,audio_features,spotify:track:2Qo16mkkHuu8qayp2JN32R
0.94,0.0855,92.432,0.101,0.0236,0.0,4,0.531,8,295522,-3.625,0.22,0,audio_features,spotify:track:3CAFvVCnZdCBmb4tulpfQZ
0.887,0.45,129.969,0.0361,0.0092,0.0,4,0.549,7,233774,-3.646,0.488,1,audio_features,spotify:track:5izoLB3GDFpTJm4gSSC7hk
0.984,0.0893,144.034,0.164,0.000222,1.21e-05,4,0.447,1,193333,-4.225,0.128,1,audio_features,spotify:track:2fVIQFxGHSJHR5RYG4SMpI
0.958,0.113,114.99,0.271,0.000289,7.33e-06,4,0.541,7,196493,-3.346,0.253,1,audio_features,spotify:track:0kwfb9Y9xLTOlt78zye8Mh
0.513,0.227,84.975,0.0282,0.0837,0.613,4,0.412,6,308708,-9.593,0.212,0,audio_features,spotify:track:4iipJwApw9MjY6NQcdDBIp
0.789,0.17,165.998,0.0449,0.00502,0.000181,4,0.397,11,236013,-5.829,0.28,1,audio_features,spotify:track:6hth1Bt1amVWKQ3QfmHGf2
0.727,0.252,130.004,0.0652,0.194,0.0,3,0.348,8,243497,-6.166,0.4,0,audio_features,spotify:track:10rmMn7P0ChAD6pzRW9vdp
0.799,0.138,140.059,0.0607,0.00112,4.54e-05,4,0.382,6,216120,-3.676,0.244,0,audio_features,spotify:track:1s4Nc5XFspnFHEHLv92gak
0.938,0.383,125.978,0.0492,0.00634,0.0,4,0.591,10,206520,-5.747,0.864,0,audio_features,spotify:track:67bCEpehWMcLd9ubJYZLeC
0.703,0.166,133.823,0.0377,0.0837,1.3e-06,4,0.617,9,234760,-6.34,0.57,1,audio_features,spotify:track:3kHKfpKcluAoej3U764z4u
0.945,0.376,150.028,0.042,0.000145,3.48e-05,4,0.418,4,333645,-3.645,0.283,0,audio_features,spotify:track:0TvQSgeyluz0j1BIopCso2
0.528,0.378,107.001,0.247,0.175,2.24e-06,3,0.596,0,317147,-9.085,0.515,1,audio_features,spotify:track:1gxuzKTxHWoMfa6RqkHFdh
0.783,0.143,176.982,0.063,0.0019,0.000458,4,0.291,11,177627,-4.889,0.587,0,audio_features,spotify:track:4CAvSOw52zDxpCcvxEe31Y
0.96,0.88,175.065,0.173,0.000424,0.00704,4,0.413,0,165943,-4.024,0.269,1,audio_features,spotify:track:3nk0okX72ep3YfZsGhGE8B
0.874,0.084,118.957,0.0665,0.00128,2.9e-05,4,0.618,9,163109,-5.615,0.558,1,audio_features,spotify:track:6gEPlxTpakvwMxgtfa07fD
0.886,0.457,173.948,0.0444,0.000257,0.00609,4,0.49,2,171034,-5.644,0.549,1,audio_features,spotify:track:4bhmiaQJXV71R7qWvr5UQs
0.891,0.209,138.911,0.0603,5.77e-05,0.0764,4,0.447,9,120863,-4.419,0.207,1,audio_features,spotify:track:7KvGuebu3RAtH0FSY8RG6l
0.602,0.109,140.026,0.046,0.009,1.15e-06,4,0.305,6,268286,-8.809,0.0789,0,audio_features,spotify:track:3Q2mh6CGSeUDZBWSYtq7ZE
0.956,0.0758,93.947,0.0615,0.00042,0.247,4,0.522,5,185500,-3.785,0.435,1,audio_features,spotify:track:4iXdXf15Yb8sreiXqnUUXI
0.902,0.396,90.012,0.0396,0.00397,1.01e-06,4,0.495,8,197187,-4.548,0.566,1,audio_features,spotify:track:78BbIbE1ZaFTk1gmYJEhiD
0.823,0.204,104.973,0.0446,0.00078,3.21e-05,4,0.421,9,223720,-3.327,0.155,0,audio_features,spotify:track:0BBuP5Ynwl0hMKbQGEjfnk
0.893,0.166,192.089,0.0739,0.000429,0.0,4,0.307,6,184147,-3.987,0.639,1,audio_features,spotify:track:6dTEMPXWQTrHLCxSaioxeI
0.832,0.102,111.482,0.0437,0.00272,4.82e-06,4,0.551,1,186223,-4.959,0.517,1,audio_features,spotify:track:08xPi7YIEmjDkU2UFgQxKm
0.928,0.114,92.531,0.034,0.00334,1.65e-06,4,0.48,1,245425,-4.547,0.347,1,audio_features,spotify:track:1lkyijhb61fdb3E0Y4R54c
0.721,0.0907,142.009,0.0368,0.0112,0.000629,4,0.516,0,175154,-6.022,0.0758,1,audio_features,spotify:track:3gbiep6f1dLAFKv7KcqRGa
0.976,0.242,107.04,0.0838,0.000186,0.0,4,0.538,1,187467,-1.754,0.663,1,audio_features,spotify:track:0HHDZxc40mWBzkXpzGmyl1
0.882,0.389,140.948,0.0431,3.84e-05,0.0422,4,0.467,0,197872,-4.814,0.227,1,audio_features,spotify:track:6grwLa3gusIfPk2lyf1nEk
0.826,0.137,132.032,0.0357,0.000253,0.376,4,0.58,6,206518,-5.045,0.499,1,audio_features,spotify:track:5ZfghhgERaFKlNFzAoHHqk
0.982,0.338,135.007,0.0997,0.00321,2.4e-06,4,0.435,6,235995,-2.89,0.336,1,audio_features,spotify:track:5HaAP1QDIgxAAdo0ARuWtp
0.809,0.121,165.042,0.036,0.00665,5.35e-05,4,0.455,9,241523,-6.45,0.372,0,audio_features,spotify:track:6jU857qZjvFVNW3NCJEn3c
0.89,0.344,144.98,0.0784,0.000326,5.01e-05,4,0.382,9,256868,-4.665,0.379,0,audio_features,spotify:track:6nuNC29EtUVsM8do5F1DBG
0.792,0.353,150.091,0.0412,0.000161,0.0112,3,0.432,5,266740,-5.893,0.292,0,audio_features,spotify:track:4x3TdyOMv2YCmrQzhSL4Bu
0.547,0.137,99.115,0.0281,0.148,0.621,4,0.529,1,234571,-10.256,0.101,0,audio_features,spotify:track:5zAOeIP2fjgk3TNZSsQzNn
0.762,0.222,113.956,0.0371,0.0914,0.0,4,0.587,1,222763,-4.117,0.741,1,audio_features,spotify:track:2HAwnoXI9tIMFPjI8MQxxN
0.889,0.0771,149.956,0.0754,0.00136,0.0,4,0.431,2,225200,-5.258,0.44,1,audio_features,spotify:track:1EfGvGlyz4LoZqiW2FTp0T
0.863,0.101,130.023,0.0486,0.0128,0.0484,4,0.468,8,266538,-5.682,0.525,1,audio_features,spotify:track:4BGnN18HVuCk6LXr5IklHH
0.92,0.179,158.046,0.126,0.0004,0.00946,4,0.385,3,199600,-4.861,0.449,1,audio_features,spotify:track:136UxSXbCBn8DLFptBrhXT
0.601,0.111,116.271,0.0558,0.166,0.918,4,0.512,11,268027,-8.527,0.46,0,audio_features,spotify:track:2W1zgCJy6hsF8XFX5XChKe
0.516,0.256,84.979,0.134,0.00894,0.0,4,0.659,11,265809,-8.18,0.426,0,audio_features,spotify:track:3WlLbrfDCF3sDLJ7AuzbTl
0.616,0.0493,110.96,0.0392,0.111,0.000171,4,0.596,1,195766,-6.484,0.599,0,audio_features,spotify:track:1gXUsi9hffXTBlv3BN9fkg
0.395,0.103,158.126,0.035,0.0446,0.000237,4,0.406,9,337227,-8.515,0.0383,1,audio_features,spotify:track:31zf0b37ps43hKWEpRgPSE
0.971,0.28,97.026,0.0477,0.00022,4.8e-05,4,0.563,1,357406,-3.303,0.283,0,audio_features,spotify:track:0m5neLvsvkiSpWkpV8XNXG
0.498,0.182,81.513,0.0399,0.0661,0.0118,4,0.623,7,157914,-10.609,0.294,1,audio_features,spotify:track:0IwqZzipSMlZoOwCSe49Wn
0.871,0.356,129.211,0.0664,0.00515,0.59,4,0.478,7,224651,-5.018,0.366,1,audio_features,spotify:track:3E8hiMHyDZOIeSjMe0qYgl
0.598,0.123,101.987,0.0268,0.00163,0.00028,4,0.686,2,214292,-8.077,0.72,1,audio_features,spotify:track:2dLv6YwZtcmoHKbeBHyAYH
0.257,0.152,77.491,0.0638,0.56,0.903,4,0.597,2,122323,-16.409,0.261,1,audio_features,spotify:track:39FzC2hFBvV3WO2i57ilpd
0.685,0.234,106.18,0.053,0.014,0.0045,4,0.296,4,191321,-5.797,0.179,1,audio_features,spotify:track:33QVDaYFYI6qw1c6sycp0d
0.329,0.0936,132.934,0.0458,0.196,0.00352,4,0.633,1,197594,-12.876,0.115,0,audio_features,spotify:track:7sMKC3vFDfSMz0ulU0rdnL
0.283,0.139,78.436,0.029,0.441,0.000937,4,0.656,2,165096,-8.925,0.0853,1,audio_features,spotify:track:4hXVHAmoi8v6DuL3F5H8jA
0.828,0.618,137.0,0.0469,8.94e-05,0.000234,4,0.508,2,155693,-4.901,0.542,1,audio_features,spotify:track:5NSUB1fPKECDC4p0VeotZm
0.814,0.081,146.005,0.0399,0.00551,0.0,4,0.515,1,211347,-4.353,0.505,1,audio_features,spotify:track:7g1ox21Mf43eCuxG5KhICI
0.726,0.616,142.008,0.0496,0.000703,0.0341,4,0.499,6,291947,-4.797,0.398,1,audio_features,spotify:track:5ql8xbjpUitYQCsnGWclcd
0.898,0.231,148.862,0.0437,0.000521,0.317,4,0.404,3,220760,-3.583,0.519,1,audio_features,spotify:track:588sjRCojqQ2eXp3MgBYBT
0.875,0.169,150.021,0.0541,0.00154,9.64e-05,4,0.484,4,184436,-5.237,0.724,1,audio_features,spotify:track:2yfu1w0yFYHAHnr4p5JS7V
0.811,0.0881,154.023,0.0478,2.16e-05,0.0,3,0.398,9,197103,-5.596,0.44,0,audio_features,spotify:track:5SBGY9Jl4cN3iEmWUGba2q
0.975,0.332,110.004,0.0928,0.000241,0.0512,4,0.495,8,273727,-3.158,0.276,0,audio_features,spotify:track:4fmXw57ioxnjc8FxyouN28
0.953,0.246,162.075,0.0778,0.00239,0.0,4,0.374,3,225771,-3.4,0.426,0,audio_features,spotify:track:6DBqmHieLVEwpFUczwhIP8
0.864,0.0918,116.264,0.0633,0.000548,0.894,3,0.312,11,252815,-6.161,0.474,1,audio_features,spotify:track:2bxhvHI6tm5Vrv4zJ2a0ef
0.975,0.6,119.999,0.0619,5.67e-05,1.35e-06,4,0.536,0,238250,-3.23,0.408,1,audio_features,spotify:track:5F3RhUmzfnne1wTrMAwkIx
0.949,0.0804,167.971,0.0876,0.000143,0.00623,4,0.251,6,337947,-7.901,0.102,0,audio_features,spotify:track:0Ef5oEOxgArdEifooUk8tQ
0.846,0.437,130.013,0.0515,0.00143,1.01e-05,4,0.517,7,218467,-4.616,0.293,1,audio_features,spotify:track:3EC4B8QG0trMZFHBbiDKVN
0.922,0.124,137.513,0.0625,0.000791,0.912,4,0.429,8,228436,-3.561,0.0531,1,audio_features,spotify:track:7m2hn1SAumlidJkrCuWqVr
0.968,0.128,142.902,0.185,0.00032,0.0,4,0.444,7,230058,-5.092,0.329,1,audio_features,spotify:track:7toVzb8IbccMgSomp3BYf3
0.979,0.135,154.972,0.132,0.00155,1.44e-06,4,0.434,1,226827,-3.58,0.201,1,audio_features,spotify:track:6c7shcGTJA6WvhNUxg7qY0
0.953,0.0945,100.045,0.0494,0.000447,0.00202,4,0.496,6,246625,-5.166,0.364,0,audio_features,spotify:track:4uNGhtlzacwMe97DF1E4w8
0.921,0.276,150.002,0.109,0.0138,0.000407,4,0.454,11,263999,-5.163,0.444,0,audio_features,spotify:track:3IEjqm2lzdMOEjq2cTUq1X
0.656,0.109,125.026,0.0391,0.0122,0.000663,4,0.493,7,262360,-7.035,0.11,1,audio_features,spotify:track:1MVckMoxE3CuVVVhma8e3B
0.98,0.814,92.967,0.0701,5.09e-05,3.05e-05,4,0.441,3,211634,-2.379,0.361,0,audio_features,spotify:track:1RqWK87vkCaw52256weZba
0.92,0.37,154.062,0.101,0.0103,0.00143,4,0.442,11,250720,-8.411,0.0901,0,audio_features,spotify:track:6q6letElZ5lShUU7umUFEv
0.962,0.256,146.0,0.0719,0.00282,0.000839,4,0.462,5,274032,-4.093,0.254,0,audio_features,spotify:track:5yXvpkgNcSH1bTxhFmdA4p
0.942,0.0698,137.05,0.0583,0.000984,0.338,4,0.472,0,254000,-5.75,0.0989,0,audio_features,spotify:track:5lR6GfgKIhqPNvVnJaiSat
0.948,0.126,169.984,0.115,0.000283,3.4e-06,4,0.406,5,197438,-5.727,0.457,0,audio_features,spotify:track:2nmtsp7rEdWs8eJpQRwXc7
0.913,0.327,145.027,0.0569,6.4e-05,0.002,4,0.431,10,246550,-3.718,0.225,1,audio_features,spotify:track:1h6pcdnpLVEZjg1jBrXQGV
0.94,0.162,120.016,0.0574,0.000383,0.000224,4,0.52,10,270683,-3.972,0.244,0,audio_features,spotify:track:24CxQFTvAoLuRDzRumqAyy
0.895,0.386,154.991,0.0426,0.00611,7.34e-05,4,0.437,7,234581,-3.917,0.226,1,audio_features,spotify:track:58yjCfI67FpnmBmlc5HX59
0.819,0.446,149.995,0.0314,0.00292,0.00583,4,0.421,1,252880,-4.467,0.288,0,audio_features,spotify:track:4CXJJxhF046DMNCljN3Hth
0.687,0.0865,122.94,0.0326,1.65e-05,0.199,4,0.464,4,179756,-4.08,0.128,0,audio_features,spotify:track:0dj1yT3MNh2xpdBCsSkmFa
0.468,0.0826,106.956,0.0268,0.0298,8.58e-06,4,0.517,6,227103,-5.759,0.109,0,audio_features,spotify:track:3fz7L8c98tvr0mapdTYi8U
0.624,0.115,80.456,0.0268,0.0204,0.0,4,0.474,2,204503,-4.771,0.392,1,audio_features,spotify:track:2KLmY5lC5f9vpWqxsWgZy9
0.453,0.381,109.858,0.0284,0.00174,1.16e-06,4,0.554,11,220364,-6.566,0.133,1,audio_features,spotify:track:5u2E0w3zsL8YFmLnsIORX3
0.393,0.373,115.716,0.0352,0.0357,0.0,3,0.434,11,128870,-6.573,0.22,1,audio_features,spotify:track:0rnCdgLTJNh23XJBIMLpDq
0.645,0.453,168.97,0.0561,0.002,0.0,4,0.468,11,181272,-6.851,0.417,0,audio_features,spotify:track:2TCsOkeDihHZlkWXftA1Th
0.905,0.0741,91.947,0.0672,0.00588,0.000193,4,0.262,8,330448,-5.319,0.217,1,audio_features,spotify:track:3npO3CeBTuLLaM7eWpRm0U
0.83,0.237,144.806,0.0421,0.0112,7.34e-06,4,0.474,2,237058,-5.339,0.319,1,audio_features,spotify:track:6ZCb0vQO4UqQKSYls15HZA
0.798,0.183,111.945,0.0354,0.000318,0.691,4,0.463,4,383394,-6.722,0.133,0,audio_features,spotify:track:7f9il0tAXJ3R1vtScIFE8O
0.806,0.0914,160.053,0.0498,0.00522,9.05e-06,4,0.427,4,258136,-4.439,0.0934,1,audio_features,spotify:track:73eHVpEU2LvzCU4ABAfWU4
0.886,0.224,168.007,0.0499,0.000461,0.000217,4,0.343,0,424093,-5.57,0.466,0,audio_features,spotify:track:4xrWKhCNy68kxUS5UUDKon
0.949,0.34,111.008,0.0623,0.000282,0.000418,4,0.557,11,222987,-3.773,0.397,0,audio_features,spotify:track:52oNoF4urZYTJFbmbZ6JI6
0.763,0.172,163.878,0.0409,0.00045,1.41e-05,4,0.415,9,241280,-5.717,0.342,0,audio_features,spotify:track:1cdTSrY54q0ibZiQM33eCa
0.883,0.21,123.9,0.0978,0.0057,0.0216,4,0.383,0,224347,-4.854,0.392,1,audio_features,spotify:track:0AlCpQIejCPdDNo4TCdVVq
0.931,0.13,179.935,0.15,0.0614,0.0,3,0.193,4,334400,-3.918,0.223,0,audio_features,spotify:track:3QzhQ89DjOsDBjf79Fgpew
0.932,0.228,131.738,0.114,0.000212,0.0631,4,0.292,8,185778,-3.365,0.431,0,audio_features,spotify:track:5dQj1PfYJsGx1Tn8vZR9Xf
0.979,0.118,149.933,0.189,0.00112,0.000871,4,0.429,6,220648,-3.689,0.372,1,audio_features,spotify:track:5feOlKfEYasVPHn6moQdKG
0.95,0.636,104.942,0.0925,5.84e-05,0.0173,3,0.276,5,317823,-3.393,0.277,0,audio_features,spotify:track:0z76w7jX9BebqAbnfTZUTX
0.925,0.181,120.116,0.071,0.000402,0.00993,3,0.342,5,288762,-4.939,0.263,1,audio_features,spotify:track:3xWBu8mX2gvUP5818KLA0f
0.965,0.274,157.034,0.0926,0.0729,0.0,3,0.256,6,265606,-3.041,0.548,0,audio_features,spotify:track:73XEi2vkcuHWF2m9wiOfbu
0.987,0.11,120.909,0.208,0.00612,0.529,4,0.242,5,257294,-3.222,0.261,0,audio_features,spotify:track:2nnV1lTHUkNVjFmJ44siDh
0.832,0.0988,93.934,0.0358,0.0976,0.0086,4,0.213,1,245600,-5.052,0.338,0,audio_features,spotify:track:3b4N7ky7jrPxogEXFrKAu8
0.848,0.115,127.682,0.0362,0.000267,5.05e-06,4,0.413,1,224840,-4.783,0.328,0,audio_features,spotify:track:0tCZvg0RUp3LgiEkk8ngtj
0.85,0.46,100.032,0.0449,0.00014,0.871,4,0.289,4,219349,-5.789,0.206,1,audio_features,spotify:track:1jhYzm3nJOUuoQPQHNeqMk
0.963,0.465,136.193,0.315,0.00412,0.00333,4,0.243,9,219556,-4.702,0.215,0,audio_features,spotify:track:2tsCb0pUsgmaC7K04Cw6r1
0.897,0.0821,108.847,0.057,0.00678,0.0,4,0.465,6,279444,-2.633,0.088,1,audio_features,spotify:track:2fEkUQ6rb2XllwwAMwqG1J
0.714,0.0861,135.005,0.0405,0.0809,0.812,4,0.479,0,236286,-8.363,0.457,0,audio_features,spotify:track:67798r9ZNpKJyhxT99vlhl
0.476,0.12,128.937,0.0433,0.0123,0.238,4,0.484,11,237416,-7.337,0.511,0,audio_features,spotify:track:66na7Ft88W9WkvLN8yIoPy
0.736,0.217,150.022,0.0387,0.0125,0.785,4,0.653,9,180558,-8.66,0.28,1,audio_features,spotify:track:1Blh1TirrFcMedop1d9cS8
0.964,0.0885,112.956,0.0749,0.0348,0.0,3,0.628,8,213893,-4.436,0.421,0,audio_features,spotify:track:1eRLFGCemSmUrSKInMxFlr
0.833,0.0794,174.917,0.104,0.00995,0.833,4,0.311,2,185342,-7.969,0.333,1,audio_features,spotify:track:7AFfA04SMcIUslPS9LPBJ9
0.963,0.287,143.987,0.045,0.000103,0.826,4,0.485,6,147912,-5.91,0.425,0,audio_features,spotify:track:5AlNE5eZcDHvKbZATVjzsz
0.782,0.0984,119.967,0.0576,0.279,0.0,4,0.635,1,153493,-5.7,0.333,1,audio_features,spotify:track:63GmNhZUpREmJzM53mc4eJ
0.969,0.101,156.188,0.34,6.02e-05,1.23e-06,4,0.377,5,216187,-4.405,0.369,0,audio_features,spotify:track:6GTHrNnyW0YXHp1lfjehYs
0.972,0.356,144.808,0.184,0.000485,0.0,4,0.366,6,156000,-6.07,0.505,1,audio_features,spotify:track:3CDK3xCoXdSkM3CNqiplty
0.883,0.318,174.998,0.102,0.000819,0.00386,4,0.475,9,260000,-6.334,0.832,1,audio_features,spotify:track:6WK1SqDZ3NoqBbSseFX78M
0.928,0.0981,143.008,0.0358,0.00019,2.95e-05,4,0.442,3,242098,-3.784,0.611,1,audio_features,spotify:track:2gRAXafxk91ktcoD9Hnuw9
0.473,0.115,114.9,0.0314,0.814,0.0,4,0.624,9,214957,-7.926,0.321,1,audio_features,spotify:track:6EwMqzzETr7eZuGrM1sICm
0.909,0.198,184.963,0.101,0.0109,0.0251,4,0.396,7,174500,-6.121,0.777,1,audio_features,spotify:track:2FQcMYIj1qht2ckFRhquwV
0.521,0.0922,157.013,0.0302,0.753,0.0,4,0.594,9,181911,-7.546,0.531,1,audio_features,spotify:track:1KhhQsYiy7zZmsUYjKAIDd
0.275,0.109,78.97,0.0306,0.807,0.0,4,0.461,10,221772,-8.998,0.214,0,audio_features,spotify:track:2sRcrWsi9hBDsHU12KqaZ6
0.936,0.35,154.995,0.114,0.00349,4.4e-06,4,0.457,0,206000,-6.566,0.651,1,audio_features,spotify:track:2ftiHoIwcjTSzyWI2rNNkr
0.88,0.321,180.034,0.0751,0.0148,0.0167,4,0.141,8,159250,-5.909,0.553,0,audio_features,spotify:track:5CTOJqwiP0fuOxfrMaw15t
0.945,0.336,155.106,0.0984,0.00143,0.147,4,0.41,7,239737,-4.659,0.392,0,audio_features,spotify:track:3Q1ogLY2M3wKSYFIhk6TNx
0.837,0.214,156.986,0.0441,0.0142,0.0107,4,0.484,6,280173,-6.572,0.31,0,audio_features,spotify:track:1LUIyuMcfnCPW9THXQ18r5
0.793,0.147,153.065,0.0403,0.013,0.00377,4,0.475,9,189035,-6.364,0.354,1,audio_features,spotify:track:6JvziwSOlJlQtqRUAtSAtK
0.851,0.102,164.941,0.032,0.0238,7.12e-06,4,0.412,1,245091,-4.972,0.534,1,audio_features,spotify:track:32dLGGUssVnOaJMtz2daAR
0.962,0.0778,161.914,0.0706,0.0204,0.0,4,0.366,10,287407,-1.315,0.441,0,audio_features,spotify:track:2Y1bwRyqltN1uXBmrrj8q1
0.962,0.39,150.01,0.111,4.32e-05,0.0,4,0.364,2,194701,-3.914,0.205,0,audio_features,spotify:track:6YtgskmFHfTXQMtze83Us1
0.93,0.474,99.99,0.114,0.00345,1.77e-06,4,0.242,7,262950,-4.742,0.547,1,audio_features,spotify:track:1srQfOFs8NDHhlO3njVSA4
0.97,0.243,145.073,0.103,0.000219,0.000634,4,0.441,4,242542,-3.808,0.437,0,audio_features,spotify:track:3rIlhUmrIIYYrX8hPoA4Ke
0.709,0.098,160.002,0.0358,0.00431,0.00187,4,0.42,1,303375,-6.692,0.222,1,audio_features,spotify:track:3ZNdayfcHzib5GiwdQJR7Y
0.908,0.223,145.037,0.0586,0.000278,0.024,4,0.463,4,191472,-5.997,0.548,1,audio_features,spotify:track:0YClQdQjHFObeA4CvF2ZJz
0.889,0.152,124.0,0.055,0.00105,0.000359,4,0.455,9,270000,-2.79,0.38,1,audio_features,spotify:track:6jpOBR3LYHqSmdVui1FEtv
0.967,0.0453,134.994,0.0701,1.77e-05,0.000741,4,0.445,9,182771,-3.625,0.378,0,audio_features,spotify:track:6IdCmio1I3JkZ7x5iuIttA
0.965,0.051,136.952,0.0516,8.26e-05,4.25e-06,4,0.48,7,270219,-3.791,0.643,1,audio_features,spotify:track:11SxLjCBxdkF9ZvEzYYfdj
0.959,0.167,157.977,0.057,1.19e-05,0.00213,4,0.417,6,215507,-5.452,0.545,0,audio_features,spotify:track:4JokCGmfIuyfSh0uV8fKcP
0.826,0.131,118.0,0.0623,0.027,0.0,5,0.596,5,242200,-5.614,0.388,0,audio_features,spotify:track:1grI1gyJSjzQf22F1fdZkd
0.933,0.0757,126.989,0.0449,0.00175,1.26e-06,4,0.512,11,242362,-4.248,0.424,1,audio_features,spotify:track:0p86r3InHp4mOE3P28P7iA
0.94,0.32,160.053,0.0843,6.52e-05,6.04e-05,4,0.437,7,181875,-2.75,0.466,0,audio_features,spotify:track:1jbYZrp8jVaJkoDBpdOu21
0.926,0.115,155.981,0.0452,0.000409,0.000455,4,0.46,8,254231,-4.791,0.628,1,audio_features,spotify:track:3S1LocwwNpK30ItxjIKbCD
0.849,0.126,139.927,0.137,0.319,0.186,4,0.673,6,208777,-7.661,0.464,1,audio_features,spotify:track:6aFkUMbRNLFPnaU6hAtOcS
0.566,0.0841,95.245,0.06,0.196,0.0,4,0.626,11,201193,-9.336,0.636,1,audio_features,spotify:track:05Mr0K1zGWCuCDwVEGjaGb
0.677,0.0903,117.996,0.0321,0.0381,0.0,4,0.665,1,268589,-4.765,0.364,0,audio_features,spotify:track:6wcxacFVzzNjM4ZzQG3Oww
0.982,0.162,195.934,0.171,0.00123,2.25e-06,4,0.421,11,209028,-3.569,0.502,1,audio_features,spotify:track:4sykUbPIpLYRfZk1ljZcpj
0.72,0.869,75.057,0.0323,0.085,7.52e-06,4,0.51,4,210237,-5.136,0.164,0,audio_features,spotify:track:6hPG0aMcXhZxIUcfBB3boz
0.764,0.112,109.986,0.0306,0.098,6.41e-05,4,0.622,4,238884,-8.21,0.681,1,audio_features,spotify:track:1ZDmKYFVaF1WqqkJBuTnxj
0.86,0.113,125.982,0.0467,0.0273,0.000129,4,0.643,6,221651,-4.186,0.704,0,audio_features,spotify:track:3aWRmTz18DAH0tndPwUYVt
0.989,0.344,102.569,0.0757,3.8e-05,0.00168,4,0.525,1,243973,-2.128,0.471,1,audio_features,spotify:track:79XKPlY5fagGd2iXhDPrEs
0.696,0.0825,132.002,0.0264,0.00567,0.00332,4,0.592,7,188612,-6.617,0.263,1,audio_features,spotify:track:1uMrc6mtKxqd5wLVzasmYA
