energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,type,uri
0.647,0.12,73.309,0.0358,0.00973,0.0717,4,0.334,6,236970,-6.948,0.459,0,audio_features,spotify:track:4gwcz4UeluIazCZf7XGOBT
0.932,0.0884,129.983,0.0816,0.000776,0.000352,4,0.429,6,260827,-3.854,0.401,0,audio_features,spotify:track:6PB07jO0s8JMyAaQk8CH7q
0.968,0.368,175.771,0.064,0.00016,1.33e-05,4,0.463,11,257467,-3.78,0.417,0,audio_features,spotify:track:5a4OVAt24QUhbmUOGFJ7Ju
0.584,0.101,96.04,0.0302,0.0274,0.426,4,0.546,11,211360,-7.333,0.335,0,audio_features,spotify:track:3UzWO1IScDGFfdz5pYLsCB
0.891,0.107,139.056,0.0423,5.87e-05,6.79e-05,4,0.423,10,182100,-4.265,0.227,1,audio_features,spotify:track:5Ua5c77bII3nZScwtXDYRg
0.986,0.29,116.993,0.119,0.000113,0.000851,4,0.472,6,191548,-3.797,0.398,1,audio_features,spotify:track:7Hq6VvuWklDZLCStkvVbtE
0.963,0.361,74.634,0.107,0.000427,0.0139,4,0.393,5,282600,-3.269,0.305,0,audio_features,spotify:track:1dp8EseubSnabBpwNjYEXX
0.993,0.392,155.031,0.147,4.2e-05,0.0146,4,0.411,1,274000,-3.476,0.329,1,audio_features,spotify:track:5u28sgATq37ftnXpv12pq1
0.645,0.117,106.019,0.0337,0.00578,0.83,4,0.522,6,229867,-12.077,0.0717,0,audio_features,spotify:track:6brNfmeWAxjtrh6mVL96fP
0.757,0.135,160.089,0.0299,0.00127,0.00331,4,0.437,1,273300,-6.786,0.248,0,audio_features,spotify:track:1PCIOayO2w3N5642HQ9sMc
0.854,0.358,168.044,0.0699,0.02,0.0,4,0.483,10,209881,-5.254,0.34,1,audio_features,spotify:track:58NXzeA8zItIXVswwmfZC7
0.437,0.386,120.0,0.0356,0.738,0.929,4,0.602,7,174716,-12.958,0.115,1,audio_features,spotify:track:3T92fSup0rRC5cdVL3Zmpk
0.986,0.128,159.963,0.313,2.61e-05,0.025,4,0.411,6,255160,-4.705,0.275,0,audio_features,spotify:track:6YPopUgTLk3LaISL9cDAPm
0.398,0.0788,100.961,0.026,0.556,0.0416,4,0.653,0,234000,-10.627,0.236,0,audio_features,spotify:track:3vQYmVKygsJbFXbbzO6bRm
0.692,0.108,149.955,0.0383,0.0827,0.811,4,0.393,0,290413,-6.557,0.0944,1,audio_features,spotify:track:4Rz8TgRAFIhxT3tWhfmG2c
0.918,0.0875,135.003,0.0477,0.0151,0.668,3,0.481,10,353467,-6.203,0.168,1,audio_features,spotify:track:2suHEev2kajFEha0n5bFUn
0.326,0.0939,149.971,0.047,0.608,1.41e-05,4,0.481,1,216100,-10.149,0.255,0,audio_features,spotify:track:1SB4KXJ8ELuR0htg97LJZp
0.926,0.0755,134.945,0.105,0.00257,0.068,4,0.423,6,288500,-6.165,0.221,0,audio_features,spotify:track:79QKj3v2i0pgicq075v7b2
0.786,0.1,78.995,0.045,0.0329,0.0,4,0.476,5,198563,-7.393,0.196,0,audio_features,spotify:track:4jA8XuYMZAeHaFbbWIGtxO
0.936,0.132,133.005,0.0444,2.79e-06,0.941,4,0.527,1,243722,-4.196,0.527,1,audio_features,spotify:track:58PQ2am5WAFcD5dhbVoZti
0.911,0.116,147.007,0.0505,0.0003,0.0358,4,0.467,2,184286,-5.013,0.315,1,audio_features,spotify:track:1LQDC4iJRmgPAg8Ev95L3I
0.891,0.0817,129.999,0.0341,0.132,0.906,4,0.516,7,318293,-6.125,0.116,1,audio_features,spotify:track:0r1uYC0himTECtjvCHkejI
0.948,0.251,120.011,0.18,0.000539,0.00282,1,0.244,0,237280,-4.657,0.278,1,audio_features,spotify:track:0x0lHErJKDzl3FaHJcUJRS
0.782,0.0918,94.997,0.0514,0.0098,0.000201,3,0.415,4,382080,-7.123,0.0397,0,audio_features,spotify:track:2EpHgAJomwbPEVFpGFwpBd
0.656,0.109,125.026,0.0391,0.0122,0.000663,4,0.493,7,262360,-7.035,0.11,1,audio_features,spotify:track:613EzbrfaKlmsIHv5jSakU
0.937,0.0891,100.053,0.069,6.96e-05,1.1e-05,4,0.42,8,231396,-4.739,0.295,1,audio_features,spotify:track:010VMRuQIzPMWeR1nrg6Qa
0.871,0.0853,115.041,0.0649,0.0036,0.0,4,0.512,4,238043,-6.067,0.181,0,audio_features,spotify:track:73lnNys5DP9GOM2YKqNkQz
0.716,0.077,160.01,0.0453,0.00906,0.0364,4,0.362,9,333526,-7.182,0.0761,1,audio_features,spotify:track:6yCYlCVCYYXFNavzjwqBut
0.258,0.102,143.656,0.0375,0.915,0.91,4,0.332,10,165833,-15.761,0.0393,1,audio_features,spotify:track:3KunPHIvhxrUaHny2Z1J9w
0.96,0.327,107.481,0.0517,2.01e-05,0.128,4,0.474,10,232186,-6.239,0.271,1,audio_features,spotify:track:0lGPNBqvBpWSx9tMhucfXN
0.973,0.308,159.859,0.121,0.00098,5.77e-06,4,0.297,1,214701,-2.507,0.251,0,audio_features,spotify:track:4SISAvDnuEnOPgnfZ0XeNP
0.971,0.385,145.022,0.128,0.000209,0.004,4,0.383,4,208759,-2.352,0.207,0,audio_features,spotify:track:4nVvN3MBh0M9YVxLKBfg12
0.689,0.187,138.061,0.0294,0.0017,0.000533,4,0.588,6,170870,-4.485,0.283,0,audio_features,spotify:track:5fub5tkciw6mKtJ0zjtXyf
0.962,0.118,125.869,0.0964,0.000459,0.608,4,0.389,1,303516,-6.394,0.111,1,audio_features,spotify:track:1APM5gjHtqMAGn5ny0GR4l
0.74,0.125,113.051,0.0344,0.127,0.887,4,0.487,5,387344,-7.246,0.0749,0,audio_features,spotify:track:1nuskEpiXZrUAO84Pj02bk
0.944,0.306,94.157,0.098,0.000119,0.0,4,0.281,11,252427,-2.68,0.155,0,audio_features,spotify:track:1yDcQFMVTXFdcWcY0xNR8j
0.872,0.0622,126.725,0.0424,0.000247,0.0859,4,0.49,7,334400,-7.247,0.173,1,audio_features,spotify:track:55kwtXkyaWf9X77Zl5cMSW
0.91,0.342,118.375,0.117,0.0012,0.000716,4,0.277,7,1003747,-5.723,0.112,1,audio_features,spotify:track:2JeEIJFABPGktfB7tgQFX9
0.666,0.064,128.037,0.0324,0.0113,0.898,4,0.641,6,251013,-6.597,0.538,1,audio_features,spotify:track:0KN1IVwDxMs4MDZF5RRGtQ
0.748,0.129,100.879,0.0774,0.00507,0.00221,4,0.625,6,262500,-5.518,0.484,1,audio_features,spotify:track:785V7CSp1jjHmHdfI9VZgn
0.673,0.211,112.255,0.0459,0.00344,0.129,4,0.338,6,270416,-7.67,0.132,0,audio_features,spotify:track:0Zlx1KWGu52inBW23CUukE
0.981,0.0986,112.492,0.233,0.000276,0.147,3,0.357,6,231798,-3.451,0.196,0,audio_features,spotify:track:5sIU8SxnQzj08EGFvXrWz4
0.983,0.423,130.055,0.241,1.48e-05,0.0598,4,0.265,11,219692,-4.189,0.139,1,audio_features,spotify:track:6bsxDgpU5nlcHNZYtsfZG8
0.927,0.356,89.966,0.0577,0.00387,0.000607,4,0.391,6,277833,-2.233,0.344,0,audio_features,spotify:track:2qbmTbbwdpubHObz42z9EL
0.986,0.108,120.031,0.121,0.000342,0.924,4,0.44,8,368339,-5.348,0.0619,1,audio_features,spotify:track:28ggY4fq4jtTGDL4DGjacN
0.959,0.0383,135.991,0.116,0.00046,0.00193,4,0.514,2,211695,-3.185,0.458,1,audio_features,spotify:track:5fsiq7ATr7pjTIwLtuFc3u
0.962,0.13,99.992,0.0798,0.00105,0.869,4,0.43,11,288875,-4.469,0.15,1,audio_features,spotify:track:5hG3wzkrIvywVh9wHaY5Ce
0.332,0.0844,113.236,0.0278,0.58,0.000293,3,0.479,10,273494,-13.194,0.0583,0,audio_features,spotify:track:6yGvhCksviDBjGAnG2zdiR
0.872,0.105,130.107,0.0459,0.000633,0.771,4,0.304,8,180100,-7.858,0.491,1,audio_features,spotify:track:5y13E2U4RDmuL15xX0tWGN
0.944,0.108,130.0,0.0443,1.53e-06,0.832,4,0.458,4,288109,-6.866,0.261,0,audio_features,spotify:track:5xKK78j64I0BsN2DtEkmwA
0.814,0.156,155.137,0.0478,0.00351,0.797,4,0.548,8,171290,-8.813,0.757,0,audio_features,spotify:track:0SW1NJ4tRO4KReR9az9IuI
0.339,0.0983,98.104,0.0295,0.922,3.84e-06,4,0.509,4,211200,-7.272,0.16,1,audio_features,spotify:track:6wGQdHqW4u9GfLYO7dHLi3
0.952,0.178,95.019,0.108,1.11e-05,0.923,4,0.417,5,344526,-5.22,0.377,0,audio_features,spotify:track:2srPAO5mxuiswYTci5WUrB
0.923,0.0657,114.88,0.0579,9.84e-05,0.87,5,0.381,11,393913,-5.028,0.335,1,audio_features,spotify:track:4bmdIyjJLJlHPzYVW4vhJ2
0.364,0.389,115.086,0.132,0.602,0.016,4,0.738,8,166957,-15.127,0.418,1,audio_features,spotify:track:0qEAG19JNWrMxtD9cMxlvp
0.755,0.136,112.218,0.0477,0.046,0.865,4,0.517,7,270502,-5.809,0.244,1,audio_features,spotify:track:3CXQFgBYogntghAifwG2zg
0.848,0.0917,119.026,0.0559,0.00683,0.901,4,0.717,9,196005,-5.023,0.301,1,audio_features,spotify:track:6QblJQje4SJUhpWBrKn9Ya
0.739,0.319,94.995,0.0357,0.0224,0.773,4,0.382,1,301745,-6.46,0.441,0,audio_features,spotify:track:0xsaR8VhVGPxUZZY9Eqcts
0.641,0.264,114.911,0.0349,0.0252,0.768,4,0.478,0,337073,-6.611,0.221,1,audio_features,spotify:track:0pLiHlAtG7j9vZb7CKBwMJ
0.625,0.11,99.971,0.0495,0.0758,0.844,4,0.733,11,224477,-6.747,0.522,0,audio_features,spotify:track:3oAZsc08o2Km4oLFjaAMwG
0.969,0.263,199.191,0.126,8.29e-05,0.000437,3,0.213,7,217951,-3.532,0.294,1,audio_features,spotify:track:2Ptzon1JjP18bzqzHSC04l
0.581,0.0888,136.028,0.0497,0.511,0.0369,4,0.718,3,326250,-8.364,0.607,1,audio_features,spotify:track:2AdILN8zCUO0r9iXk4F7ue
0.307,0.104,145.2,0.032,0.871,6.24e-05,4,0.571,9,150500,-9.811,0.476,1,audio_features,spotify:track:06cdZbNnILsbNK8mgGLuvH
0.883,0.0823,122.015,0.0456,0.00365,1.07e-06,4,0.49,6,250225,-5.295,0.293,1,audio_features,spotify:track:00btywZpeg003FmWdoHZGD
0.935,0.226,110.533,0.083,1.06e-05,0.808,4,0.527,9,284040,-5.763,0.529,1,audio_features,spotify:track:5I0bvNrbVYpDUvWHT4iSIP
0.878,0.149,132.062,0.0364,5.48e-05,0.654,4,0.538,11,253180,-6.211,0.407,0,audio_features,spotify:track:5BMeD50Zktv8UWRlEmo8Dr
0.916,0.246,131.983,0.0489,0.000397,0.694,4,0.411,7,246362,-6.941,0.0751,1,audio_features,spotify:track:0VUTUiIDQ2JK5sF58lhXEs
0.928,0.106,144.842,0.0721,0.000165,7.31e-05,4,0.392,10,227930,-6.206,0.463,0,audio_features,spotify:track:7wtfDQ6cFIuqo00hWcwrYw
0.865,0.678,110.175,0.0794,8.33e-05,0.737,4,0.566,3,165265,-6.734,0.312,1,audio_features,spotify:track:1SjqDyXSP3hSyzIBBpt9SR
0.638,0.0999,82.019,0.0479,0.609,0.793,4,0.882,6,128885,-4.391,0.586,0,audio_features,spotify:track:7Hqd2elvH9TNoVUhTakHdi
0.968,0.0481,108.002,0.0865,0.00031,0.000572,4,0.433,3,235667,-3.023,0.0989,0,audio_features,spotify:track:75HarT6syjwqVtkMuYtVqX
0.547,0.0933,159.975,0.0682,0.584,0.779,4,0.705,6,243560,-10.168,0.814,0,audio_features,spotify:track:1RQQCyuTpUcSd1FHUVldfR
0.982,0.392,124.94,0.147,8.87e-05,0.0108,4,0.492,1,358120,-5.251,0.0877,1,audio_features,spotify:track:09TYM8GCSYtQmpaXe8kYuK
0.71,0.346,127.021,0.0316,0.0314,0.0957,4,0.665,8,269478,-9.125,0.719,1,audio_features,spotify:track:33dw9ePKar5xFUrTIKUh6G
0.844,0.125,159.997,0.0368,0.00412,0.0,4,0.487,7,194013,-5.92,0.626,0,audio_features,spotify:track:0J5YYohq5WoOAsO891rosH
0.947,0.124,120.035,0.0403,3.74e-05,0.874,4,0.464,6,300250,-5.735,0.196,0,audio_features,spotify:track:69W3T8THcDQsuehLab2Usk
0.579,0.0886,185.354,0.0389,0.247,0.382,3,0.446,0,134057,-8.442,0.526,0,audio_features,spotify:track:2S1IGjykXoLfYNVB9oruBr
0.813,0.166,140.096,0.0762,0.00226,0.792,4,0.457,9,446160,-5.733,0.0784,0,audio_features,spotify:track:2jeLdwZ8aiTOlxBK9h4bvi
0.622,0.169,121.699,0.0456,0.00598,0.865,4,0.198,2,378893,-8.25,0.184,1,audio_features,spotify:track:6cA3HSqfxfGCYs3kmB5TrS
0.848,0.207,125.02,0.0482,0.00243,0.885,4,0.596,2,396107,-9.093,0.125,0,audio_features,spotify:track:1xYYHZ32U32ZYZfFVaujtx
0.281,0.115,133.545,0.0314,0.00755,0.642,4,0.274,11,527707,-12.176,0.0535,0,audio_features,spotify:track:3RmWlDZSzulg5PjHkO1657
0.582,0.127,105.007,0.0325,0.223,0.875,4,0.243,2,296128,-6.287,0.253,1,audio_features,spotify:track:2VB42coLacVCDcuhRUEFsX
0.453,0.113,140.038,0.0321,0.0253,0.237,4,0.554,3,555558,-8.18,0.0586,0,audio_features,spotify:track:0l5bSnAfPH7hyrankRaq48
0.637,0.0948,80.019,0.0252,0.00786,0.125,4,0.5,4,314080,-7.346,0.194,1,audio_features,spotify:track:3wxYEyiVctQlbTpuITRzFv
0.633,0.0929,100.001,0.0339,0.0463,0.925,4,0.447,11,384816,-9.315,0.135,0,audio_features,spotify:track:45tHa0G8mc33Yqa1SPQvV7
0.717,0.371,175.318,0.0779,0.000394,0.0,4,0.308,0,176743,-7.278,0.266,1,audio_features,spotify:track:2NKcrFubVH32cUuAw1svj8
0.459,0.102,129.991,0.03,0.328,0.0,4,0.472,1,178154,-7.387,0.301,1,audio_features,spotify:track:5ajyjSgTGgaLQM4wfxGQZG
0.799,0.332,120.001,0.0655,0.109,0.0,4,0.346,2,235701,-2.604,0.427,1,audio_features,spotify:track:6ZmSr0MTJDst0jeq0ZPpa2
0.966,0.0877,119.979,0.068,2.82e-06,0.0,4,0.455,3,246875,-2.803,0.494,1,audio_features,spotify:track:7mJhFy7tjJJTJCb8sv7Mjs
0.879,0.0932,140.07,0.0713,1.43e-05,0.0883,4,0.373,8,210458,-3.094,0.297,0,audio_features,spotify:track:5kzlWm6O1IKR6NvB1QcRDU
0.981,0.143,89.952,0.434,4.5e-05,0.0125,3,0.371,10,255041,-2.893,0.06,0,audio_features,spotify:track:38NFkxBzlR8Zu8FE2faOzR
0.94,0.0486,179.719,0.109,6.67e-05,0.000866,4,0.13,1,225235,-3.351,0.188,0,audio_features,spotify:track:2V79DvkjbAK2rU0U8AUGDT
0.957,0.0896,194.999,0.124,0.000348,0.000106,3,0.328,8,289231,-5.762,0.467,0,audio_features,spotify:track:6rSPByuS3WmNHQzi5YTzfs
0.722,0.0995,149.922,0.0638,0.0392,0.778,4,0.383,4,257464,-6.925,0.0371,0,audio_features,spotify:track:08on2wzs5D8ccY4oRrMR7G
0.89,0.2,137.711,0.0742,0.000527,0.434,4,0.421,3,315880,-7.077,0.131,1,audio_features,spotify:track:2fyDWKsx5904KnZMGllmAv
0.877,0.125,108.524,0.0526,0.00357,0.214,4,0.568,4,327373,-7.043,0.172,0,audio_features,spotify:track:2HwouROQIVSHXwE6PZaCzC
0.721,0.14,110.027,0.0375,0.00213,0.4,3,0.563,9,287628,-7.578,0.11,1,audio_features,spotify:track:4OmlsAT8r4q9vPFBvfYgyZ
0.953,0.105,118.014,0.131,0.0213,1.71e-06,4,0.591,4,347682,-5.429,0.322,0,audio_features,spotify:track:6DOqduiusrH8Fg6UZIwDnd
0.932,0.243,179.581,0.0716,3.5e-05,0.0,4,0.382,4,218707,-3.726,0.57,0,audio_features,spotify:track:0DxN6Ywom8nnndyQXdSBPy
0.507,0.107,152.474,0.0269,0.0346,0.0164,3,0.493,5,177632,-9.341,0.161,1,audio_features,spotify:track:3lJ2xaTFlymqIpgKOIMmli
0.812,0.166,159.885,0.0744,0.0233,0.133,4,0.51,2,185813,-5.782,0.151,0,audio_features,spotify:track:5HbTUbKSPeNh75aKSW66OF
0.721,0.277,155.058,0.196,0.0808,5.22e-05,4,0.599,1,238028,-5.868,0.251,0,audio_features,spotify:track:5XMYlp6fKh1OUWS1TD4I7O
0.932,0.0895,170.054,0.144,0.000848,0.842,4,0.313,6,285503,-5.883,0.379,1,audio_features,spotify:track:0RoJGJA3g0Oop7xDfsbTw9
0.995,0.316,150.029,0.16,0.0011,0.0,4,0.394,8,217300,-1.754,0.415,0,audio_features,spotify:track:7G50bL817PG7choMPjFYGW
0.917,0.364,164.611,0.084,0.00134,0.266,4,0.277,7,220897,-6.135,0.31,1,audio_features,spotify:track:16HkCC3sSHKaj6PE9H5uNL
0.87,0.361,149.081,0.0532,0.00359,0.0,4,0.399,1,294765,-4.91,0.298,0,audio_features,spotify:track:3GSMJpuz3rFU8WtCws1rv5
0.913,0.232,148.641,0.0915,0.00023,0.153,3,0.199,4,347760,-5.772,0.266,1,audio_features,spotify:track:2Fui3xJLasH473qnBa2T6C
0.942,0.137,99.774,0.145,0.000189,0.113,4,0.266,6,443267,-5.61,0.3,0,audio_features,spotify:track:7rJPkmJs8zkdyGJzkjdCif
0.971,0.284,145.088,0.139,7e-05,0.00079,4,0.273,7,455920,-4.495,0.249,1,audio_features,spotify:track:5EM6ySpK1SYeof4jm72psM
0.84,0.0873,160.037,0.0301,0.0131,0.824,3,0.488,7,307107,-5.24,0.489,1,audio_features,spotify:track:02v81HQA1yS0DSZ4dw3YzF
0.958,0.0744,185.774,0.112,3.95e-06,0.000225,4,0.348,10,214211,-4.19,0.434,0,audio_features,spotify:track:3Ho0uOyCz245GWUqlWrkf5
0.875,0.0514,129.979,0.0757,4e-05,0.696,3,0.62,4,221133,-5.678,0.637,0,audio_features,spotify:track:53MxeFpq33qUYUT9yue3Yj
0.989,0.154,113.418,0.139,2.93e-05,0.0129,4,0.241,6,265573,-4.782,0.399,1,audio_features,spotify:track:5Q5uhRETHw0UpvlorWCsNI
0.92,0.307,89.824,0.192,0.00294,0.0,4,0.23,9,283279,-6.129,0.342,0,audio_features,spotify:track:1Z0EFfnBX84Hrhs88ViZFc
0.833,0.112,146.944,0.106,0.0178,0.0,4,0.742,0,190800,-5.208,0.179,1,audio_features,spotify:track:0kjcaDSJQ6miw9OwUWcbQw
0.454,0.0565,121.557,0.0457,0.0101,0.268,4,0.259,7,300000,-11.058,0.0629,1,audio_features,spotify:track:1Gq66jNOLmAyUVqFfsAEmH
0.788,0.389,177.45,0.153,0.00427,0.645,4,0.571,6,205514,-5.161,0.0722,0,audio_features,spotify:track:3M2UGK6F3Wa0mDIUlFkfWq
0.916,0.105,105.046,0.0654,0.000392,0.0249,4,0.484,5,245830,-4.682,0.397,0,audio_features,spotify:track:3vsvxhDA3Bsc4bEVKiJkdA
0.952,0.141,179.546,0.0702,0.00055,0.0,4,0.282,6,168227,-3.846,0.3,1,audio_features,spotify:track:77x1XwjIIyjLGCbfeKa1pi
0.933,0.293,127.008,0.0628,0.000269,6.8e-05,4,0.527,4,217853,-3.035,0.357,0,audio_features,spotify:track:2SYMnBpx7zyhSDPQwoOlFO
0.853,0.114,126.086,0.0957,0.00036,0.758,4,0.317,7,312520,-4.534,0.176,1,audio_features,spotify:track:6R7fAiIfgopeIEciX25lun
0.708,0.0607,101.023,0.0571,0.49,4.84e-06,4,0.644,3,240000,-9.082,0.849,1,audio_features,spotify:track:4S9oSdGLNSgKAZslSxVfor
0.957,0.0891,140.972,0.1,0.0001,0.091,5,0.201,8,257708,-6.777,0.0995,1,audio_features,spotify:track:08jRL4KHoHjSBx6rdPRMMv
0.313,0.142,114.402,0.0349,0.796,0.00898,4,0.301,1,258229,-11.87,0.198,1,audio_features,spotify:track:5m3FiPY037V64cUWrn6106
0.324,0.115,131.619,0.0302,0.748,0.0,4,0.502,2,243253,-9.612,0.209,1,audio_features,spotify:track:21A5F1nYccxb452dbhxYYJ
0.906,0.456,149.071,0.0537,0.0242,0.0,4,0.415,7,285600,-4.333,0.313,1,audio_features,spotify:track:7AT8Sv5d4KMk7WLqd53ME6
0.952,0.4,130.89,0.082,0.000151,1.09e-06,4,0.306,0,290573,-3.554,0.346,0,audio_features,spotify:track:6u9Rx9oQbS949L5udUvYzi
0.679,0.116,104.997,0.0308,0.021,0.0,4,0.709,4,208884,-4.27,0.373,1,audio_features,spotify:track:5IkJrOPj656jkcvLKaOc7i
0.792,0.398,99.989,0.0257,0.00106,0.0,4,0.655,2,209187,-3.766,0.781,1,audio_features,spotify:track:3Fnf4J72Y1ImGILcAh1Z2s
0.913,0.0959,169.962,0.0473,6.81e-05,0.0,4,0.412,7,191133,-3.428,0.696,0,audio_features,spotify:track:5whbAX7oZ7MDlgBplPDkJb
0.976,0.0936,107.992,0.0937,0.00145,0.0,4,0.619,1,173760,-2.426,0.41,0,audio_features,spotify:track:0KwDImJ4t4ubJtKzErx916
0.553,0.102,148.13,0.0315,0.605,0.0,4,0.484,7,159347,-7.577,0.36,1,audio_features,spotify:track:15n4p6R6Tuht5KAgK3g3IX
0.707,0.423,92.031,0.0608,0.0346,0.000591,4,0.579,6,246464,-6.947,0.309,1,audio_features,spotify:track:6KBOBK0FQ5Ualqvg4IBAFc
0.981,0.111,155.031,0.347,0.000218,0.00817,4,0.435,11,242710,-4.228,0.0399,1,audio_features,spotify:track:1DSsgvYGyW80lfGV5aII9s
0.965,0.087,149.984,0.0903,5.66e-05,0.121,4,0.36,2,332597,-5.313,0.18,0,audio_features,spotify:track:6DDZHi5qmz8vYNgDKjPNr6
0.924,0.362,124.96,0.0854,0.00443,0.0,4,0.581,6,226672,-4.348,0.692,0,audio_features,spotify:track:2t2MD9sVs9PO1H3yphwWm2
0.961,0.178,126.023,0.0799,2.61e-05,2.67e-06,4,0.503,2,252387,-2.993,0.276,1,audio_features,spotify:track:40WWeoX26jtsfdmFx5iRty
0.981,0.362,197.0,0.122,0.000102,0.0,4,0.377,5,216134,-2.505,0.532,0,audio_features,spotify:track:7xhTU0UBVW8BBbkJzZ810W
0.833,0.167,145.955,0.0404,0.00958,0.0,4,0.5,1,214493,-5.545,0.451,1,audio_features,spotify:track:2Ll0eOXFmIeBlcybOSaQJm
0.814,0.107,144.793,0.0998,0.000681,0.0,4,0.276,9,193584,-5.048,0.472,0,audio_features,spotify:track:4JIYKZzKnlPhL28h0uixzZ
0.925,0.107,115.017,0.0549,0.00112,0.0,4,0.571,2,181696,-4.031,0.485,1,audio_features,spotify:track:6TeB7j56k4AbELOl3G4zfj
0.897,0.0965,165.107,0.092,0.00821,0.0,4,0.461,3,220537,-3.982,0.358,0,audio_features,spotify:track:4GssB27iJeqmfGxS94Tfij
0.917,0.107,166.047,0.085,0.000137,0.0,4,0.511,1,170600,-3.455,0.699,1,audio_features,spotify:track:14mBmB265dJ0UHPLXbbM6v
0.721,0.0864,92.025,0.0389,0.038,0.308,4,0.309,5,267024,-4.884,0.125,0,audio_features,spotify:track:7nYSThKhGZuaOQ8zeKSm1X
0.829,0.171,90.078,0.0348,0.0284,4.87e-06,4,0.524,5,167742,-4.154,0.449,0,audio_features,spotify:track:2l1ZqaEr1fyFfHSudE7uSU
0.732,0.675,165.812,0.0769,0.0436,0.212,4,0.162,7,280482,-10.447,0.149,0,audio_features,spotify:track:437iVwXOYMp04oCq2XB4Wo
0.86,0.13,126.997,0.0663,0.242,0.000982,4,0.497,5,251693,-4.247,0.259,0,audio_features,spotify:track:3l6T5UCnSBmsMvUZjMyLN8
0.95,0.118,162.215,0.179,0.000891,0.0,4,0.438,8,197640,-4.823,0.385,0,audio_features,spotify:track:4g36pHaOk6l9QW3ekHYjNC
0.861,0.1,131.972,0.0466,0.00084,1.76e-05,4,0.461,0,220984,-3.089,0.479,0,audio_features,spotify:track:2V1oRQG8FmP3J2sHJFXNkV
0.822,0.717,123.018,0.0633,0.0212,2.16e-06,4,0.525,4,190000,-5.122,0.234,1,audio_features,spotify:track:7aHcIWhVPLBiM1l2D6rvZ0
0.857,0.0877,155.073,0.0805,8.24e-05,4.18e-05,4,0.416,7,216018,-6.497,0.312,1,audio_features,spotify:track:7eXUsy22qSBFDJdGJyFKiJ
0.668,0.161,167.809,0.0538,0.0593,0.0,4,0.479,7,162857,-6.177,0.303,1,audio_features,spotify:track:3O2DuvabaKjkNdhtQSaUjQ
0.678,0.0707,138.062,0.0495,0.0139,0.000245,4,0.636,8,355301,-8.586,0.313,0,audio_features,spotify:track:2GPdGwBnFfruzFbJPd7uQS
0.836,0.181,78.709,0.0473,0.00522,0.00522,4,0.324,0,287267,-6.245,0.311,1,audio_features,spotify:track:2kwdwgdcAXfMt3pwp7OW9E
0.7,0.17,129.969,0.0597,0.328,0.0,4,0.514,3,220853,-5.321,0.154,0,audio_features,spotify:track:36LoyBmv0UAPMZDoxQxwwd
0.392,0.0953,74.979,0.0249,0.159,0.0,4,0.659,1,291341,-6.735,0.505,1,audio_features,spotify:track:37WFUZgkjJKLaISRcX0269
0.648,0.164,108.975,0.0247,0.0116,0.425,4,0.69,4,238027,-8.047,0.671,1,audio_features,spotify:track:1nIpfr1ECDMKogeXnLYhBD
0.705,0.111,91.94,0.053,0.0618,0.000849,4,0.54,8,264946,-4.046,0.131,1,audio_features,spotify:track:485MkQBLrOyThyLmtWTdX5
0.681,0.465,124.102,0.0357,0.691,0.0,4,0.533,4,241413,-4.148,0.35,1,audio_features,spotify:track:7C8zDcBTD0HtYAnolSRZm3
0.729,0.168,145.049,0.0835,0.0289,0.283,4,0.628,7,288000,-6.133,0.244,0,audio_features,spotify:track:6I8SEy5W6gcBY5vzF8Fk4y
0.153,0.173,150.076,0.0361,0.00398,0.781,4,0.273,1,198400,-16.042,0.0438,1,audio_features,spotify:track:2DWtZf80XuKlr5ORB2EL7W
0.923,0.144,125.02,0.0776,0.0719,0.000279,4,0.506,2,211200,-3.371,0.512,1,audio_features,spotify:track:76tauo0qVXT7o5O2DIYtlu
0.739,0.0674,140.042,0.0354,0.0175,0.0873,1,0.486,0,309429,-4.694,0.0297,1,audio_features,spotify:track:560eluwgcEcAEUFk18fyWS
0.545,0.0996,177.984,0.0481,0.0216,0.808,4,0.498,7,248785,-7.917,0.0383,0,audio_features,spotify:track:0mhcWPYviFvHzhrOuZiZQM
0.539,0.124,139.936,0.0533,0.607,0.0219,4,0.541,0,231522,-7.328,0.378,1,audio_features,spotify:track:3FqE5nHIx0VAZ9AMvfwE8J
0.881,0.115,150.118,0.0374,0.00717,0.00266,4,0.51,11,220800,-5.342,0.253,0,audio_features,spotify:track:6y3IyUWmMpCZc2cTIMSHQ7
0.997,0.208,176.859,0.278,8.04e-05,0.873,3,0.39,11,239612,-3.869,0.142,1,audio_features,spotify:track:1axqlgB4PhgeMaytSRX5J3
0.575,0.142,120.056,0.041,0.2,1.05e-06,4,0.46,4,267160,-8.066,0.629,1,audio_features,spotify:track:5zUCUKp6zPDHDYpp9PQHjE
0.811,0.105,160.062,0.0336,0.364,0.869,5,0.229,6,457200,-4.718,0.357,0,audio_features,spotify:track:3nGyTdjyMC0xT2TA7Q4Ru4
0.367,0.24,173.958,0.0294,0.525,0.0,3,0.324,2,205172,-10.969,0.757,1,audio_features,spotify:track:0quEmpkC6rosnJWVHPiN52
